pid,label,label_en,label_es,genre,claimed_genre_en,claimed_genre_es,link,access,status,language,creators,stewards,blurb_orig,blurb_en,blurb_es,related_to,sub_collections,open_data,added_by,twitter,census_year,notes,order,layout,collection,thumbnail,full
col2053,Caribbean Sexualities: Love | Hope | Community: Sexualities & Social Justice in the Caribbean,,Sexualidades del Caribe: amor | Esperanza | Comunidad: sexualidades y justicia social en el Caribe,Thematic Curations,an online collection,una colección en línea,http://caribbeansexualities.org/,open,Stable,en,"Rosamond S. King, Angelique V. Nixon",Caribbean International Resource Network (IRN) and Sargasso journal,"This collection focusing on Caribbean Sexualitities and Social Justice across the region offers a space for reflection, sharing, and exchange. We feature related content already published in print but published online for the first time, alongside new materials and resources.","This collection focusing on Caribbean Sexualitities and Social Justice across the region offers a space for reflection, sharing, and exchange. We feature related content already published in print but published online for the first time, alongside new materials and resources.","Esta colección, centrada en las sexualidades del Caribe y la justicia social en toda la región, ofrece un espacio para la reflexión, y el intercambio. Presentamos contenido relacionado ya publicado en formato impreso, pero publicado en línea por primera vez, junto con nuevos materiales y recursos.",,,,Kaneesha Parsard,@kaneeshaparsard,2020,,053,caridischo_item,curations,/img/derivatives/simple/col2053/thumbnail.jpg,/img/derivatives/simple/col2053/fullwidth.jpg
col2054,Maroon Country,,País marino,Thematic Curations,a digital archive,un archivo digital,http://marooncountry.org,open,Active,en,Schuyler Esprit ,Create Caribbean ,"Maroon Country is a multimedia educational resource focused on the history of maroons, the independent and resistant black communities of the slavery-era Caribbean.","Maroon Country is a multimedia educational resource focused on the history of maroons, the independent and resistant black communities of the slavery-era Caribbean.","El país cimarrón es un recurso educativo multimedia centrado en la historia de los cimarrones, las comunidades negras independientes y resistentes de la era de esclavitud caribeña.",,,,Schuyler Esprit,@schuyleresprit,2020,,054,caridischo_item,curations,/img/derivatives/simple/col2054/thumbnail.jpg,/img/derivatives/simple/col2054/fullwidth.jpg
col2055,Library of Glissant Studies,,Biblioteca de Estudios Glissant,Thematic Curations,a digital library,una biblioteca digital,https://www.glissantstudies.com/,open,Active,"en,fr","Raphaël Lauro, Jeanne Jégousso",,"The Library of Glissant Studies is a collective project which would not be possible without the help and support of dozen of dedicated individuals and institutions across the world. Our team aim at developing researches in the field of Glissant Studies by indexing information, and facilitating collaborations between scholars, students, and universities.","The Library of Glissant Studies is a collective project which would not be possible without the help and support of dozen of dedicated individuals and institutions across the world. Our team aim at developing researches in the field of Glissant Studies by indexing information, and facilitating collaborations between scholars, students, and universities.","La Biblioteca de Estudios Glissant es un proyecto colectivo que no sería posible sin la ayuda y el apoyo de docenas de individuos e instituciones dedicadas en todo el mundo. Nuestro equipo apunta a desarrollar investigaciones en el campo de los estudios de Glissant mediante la indexación de información y facilitando las colaboraciones entre los académicos, los estudiantes y las universidades.",,,,Alex Gil,@elotroalex,2020,,055,caridischo_item,curations,/img/derivatives/simple/col2055/thumbnail.jpg,/img/derivatives/simple/col2055/fullwidth.jpg
col2056,Junkanoo in Grand Bahama,,Junkanoo en Grand Bahama,Thematic Curations,an initial exploration,una exploración inicial,https://web.archive.org/web/20201126092256/https://junkanooingb.com/,open,In Disrepair,en,Sally Everson,University of the Bahamas - North,"This project is the work of students of The University of The Bahamas-North, in English Studies courses. It is an initial exploration of Junkanoo in Grand Bahama, and aims to document the history, practices and participants of Junkanoo on the island of Grand Bahama.","This project is the work of students of The University of The Bahamas-North, in English Studies courses. It is an initial exploration of Junkanoo in Grand Bahama, and aims to document the history, practices and participants of Junkanoo on the island of Grand Bahama.","Este es un proyecto de los estudiantes de inglés de la Universidad del Bahamas-Norte. Es una exploración inicial de Junkanoo en Grand Bahama, y ​​tiene como objetivo documentar la historia, las prácticas y los participantes de Junkanoo en la isla de Grand Bahama.",,,,Roopika Risam,@roopikarisam,2020,,056,caridischo_item,curations,/img/derivatives/simple/col2056/thumbnail.jpg,/img/derivatives/simple/col2056/fullwidth.jpg
col2057,Imagined Homeland: Dominica's Literary Geographies,,Patria imaginada: las geografías literarias de Dominica,Thematic Curations,a project,un proyecto,https://dominicadh.org/homeland/,open,Active,en,Schuyler Esprit ,Create Caribbean,"Imagined Homeland (Dominica’s Literary Geographies) aims to digitally recreate significant historical locations referenced literature by Dominican authors and/or set in Dominica through geographical mapping, literary and historical analysis and audiovisual exhibits. The project aims to contextualize the island’s complex literary history and to explore the significant sociopolitical contexts that influenced literature about Dominica’s dynamic physical and social geography.","Imagined Homeland (Dominica’s Literary Geographies) aims to digitally recreate significant historical locations referenced literature by Dominican authors and/or set in Dominica through geographical mapping, literary and historical analysis and audiovisual exhibits. The project aims to contextualize the island’s complex literary history and to explore the significant sociopolitical contexts that influenced literature about Dominica’s dynamic physical and social geography.","""Imagined Homeland"" (Patria Imaginada, las geografías literarias de Dominica) tiene como objetivo recrear digitalmente ubicaciones históricas significativas que aparecen en la literatura de los autores dominicanos, utilizando la asignación geográfica, el análisis literario e histórico y las exhibiciones audiovisuales. El objetivo del proyecto es contextualizar la compleja historia literaria de la isla y explorar los contextos sociopolíticos significativos que influyeron en la literatura sobre la dinámica geografía física y social de Dominica.",,,,Schuyler Esprit,@schuyleresprit,2020,,057,caridischo_item,curations,/img/derivatives/simple/col2057/thumbnail.jpg,/img/derivatives/simple/col2057/fullwidth.jpg
col2058,Liberated Africans,,Africanos liberados,Thematic Curations,an exhibit,una exposición,https://liberatedafricans.org/index.php,open,Active,en,Henry B. Lovejoy,,"After 1807, over 250,000 people were involved in an international effort to abolish the Atlantic and Indian Ocean slave trades. This resource is dedicated to their memories.","After 1807, over 250,000 people were involved in an international effort to abolish the Atlantic and Indian Ocean slave trades. This resource is dedicated to their memories.","Después de 1807, más de 250,000 personas participaron en un esfuerzo internacional para abolir el comercio de esclavos del Océano Atlántico e Indio. Este recurso está dedicado a su memoria.",,,,Roopika Risam,@roopikarisam,2020,,058,caridischo_item,curations,/img/derivatives/simple/col2058/thumbnail.jpg,/img/derivatives/simple/col2058/fullwidth.jpg
col2059,La Gazette Royale d'Haïti,The Royal Gazette of Haiti,La Gaceta real de Haití,Thematic Curations,digital archive,archivo digital,http://lagazetteroyale.com,open,Active,"en,fr",Marlene L. Daut,,"The La Gazette Royale project, which began development in 2014, is designed to gather together and in one place for the first time all of the known issues of the two newspapers published during Henry Christophe’s rule of northern Haiti, as well as the six different versions of the Almanach Royal d’Hayti issued by the royal press.","The La Gazette Royale project, which began development in 2014, is designed to gather together and in one place for the first time all of the known issues of the two newspapers published during Henry Christophe’s rule of northern Haiti, as well as the six different versions of the Almanach Royal d’Hayti issued by the royal press.","El Proyecto La Gaceta Real, que comienza a desarrollarse en 2014, está diseñado para reunir en un solo lugar, y por primera vez, todos los números conocidos de los dos periódicos publicados durante el reino de Henry Christophe, así como la seis versiones diferentes del Almanaque Real de Haiti publicados por la Prensa Real.",,,,Kaiama L. Glover,@inthewhirld,2020,,059,caridischo_item,curations,/img/derivatives/simple/col2059/thumbnail.jpg,/img/derivatives/simple/col2059/fullwidth.jpg
col2060,Le marronnage dans le monde atlantique: Sources et trajectoires de vie,Marronage in the Atlantic World: Sources and Life Trajectories,Cimarronaje en el mundo Atlántico: Fuentes y trayectorias de vida,Thematic Curations,a corpus,un corpus,http://www.marronnage.info/fr/index.html,open,Stable,fr,Jean-Pierre Le Glaunec Léon Robichaud,Université de Sherbrooke Groupe d'Histoire de l'Atlantique Français Fonds de Recherche Société et Culture Québec Conseil de Recherche en Sciences Humaines du Canada ,"Initiative portée par le Groupe d'histoire de l'Atlantique Français (FRQSC) en collaboration avec le projet « SHADD Biography Project: Testimonies of West Africans from the Era of the Slave Trade » (CRSH) , « Le marronnage dans le monde atlantique » vise à décloisonner les archives de l'esclavage. En ligne depuis 2009, cette plateforme permet d’interroger un corpus inédit et évolutif composé de plus de 20 000 documents portant sur l’une des principales formes de résistance à l’esclavage.","Initiative led by the French Atlantic History Group (FRQSC) in collaboration with the project ""SHADD Biography Project: Testimonies of West Africans from the Era of the Slave Trade"" (CRSH), ""Le marronnage dans le monde atlantique"" aims to decompartmentalize the archives of slavery. Online since 2009, this platform makes it possible to interrogate an unprecedented and evolving corpus made up of more than 20,000 documents relating to one of the main forms of resistance to slavery.","La iniciativa liderada por el French Atlantic History Group (FRQSC) en colaboración con el proyecto ""Proyecto de biografía SHADD: Testimonios de africanos occidentales de la era de la trata de esclavos"" (CRSH), ""Le marronnage dans le monde atlantique"" (El cimarronaje en el mundo Atlantico) tiene como objetivo reunir los archivos de la esclavitud. En línea desde 2009, esta plataforma permite interrogar a un corpus inédito y en evolución compuesto por más de 20,000 documentos relacionados con una de las principales formas de resistencia a la esclavitud.",,,,,,2020,,060,caridischo_item,curations,/img/derivatives/simple/col2060/thumbnail.jpg,/img/derivatives/simple/col2060/fullwidth.jpg
col2061,La Médi@thèque Numérique de Guadeloupe,The Digital Media Library of Guadeloupe,La Mediateca digital de Guadalupe,Digital Libraries,une médiathèque,una mediateca,https://guadeloupe.mediatheques.fr/,open,Stable,fr,La Médiathèque Caraïbe (LAMECA),La Médiathèque Caraïbe (LAMECA),"La Médi@thèque Numérique de Guadeloupe is part of the Caribbean Media Library (LAMECA) project proposed by the General Council of Guadeloupe in order to federate documentary resources relating to the countries of the Caribbean basin by creating documentary tools making it possible to identify, locate or even exchange documents.","La Digital Media Library of Guadeloupe is part of the Caribbean Media Library (LAMECA) project proposed by the General Council of Guadeloupe in order to federate documentary resources relating to the countries of the Caribbean basin by creating documentary tools making it possible to identify, locate or even exchange documents.","La Mediateca digital de Guadalupe forma parte del proyecto del Caribe Media Library (LAMECA) propuesto por el Consejo General de Guadalupe para federar los recursos documentales relacionados con los países de la Cuenca del Caribe mediante la creación de herramientas documentales que hacen posible identificar, localizar o incluso intercambiar documentos.",,,,,,2020,,061,caridischo_item,curations,/img/derivatives/simple/col2061/thumbnail.jpg,/img/derivatives/simple/col2061/fullwidth.jpg
col2062,National Library of Jamaica Digital,,Biblioteca nacional de Jamaica digital,Digital Libraries,a digital library,una biblioteca digital,https://nlj.gov.jm/digital-collections/,open,Active,en,,National Library of Jamaica,"To enhance access to its rich and varied collections, the National NLJ has digitized thousands of historical photographs, prints, drawings, pamphlets, programmes, manuscripts, books, rare maps and other rare and unique materials.","To enhance access to its rich and varied collections, the National NLJ has digitized thousands of historical photographs, prints, drawings, pamphlets, programmes, manuscripts, books, rare maps and other rare and unique materials.","Para mejorar el acceso a sus colecciones ricas y variadas, la Biblioteca Nacional de Jamaica ha digitalizado miles de fotografías históricas, impresiones, dibujos, folletos, programas, manuscritos, libros, mapas raros y otros materiales raros y únicos.",,https://nlj.gov.jm/digital-collections/,,Roopika Risam,@roopikarisam,2020,Lots of subcollections. I have thoughts about managing subcollections,062,caridischo_item,curations,/img/derivatives/simple/col2062/thumbnail.jpg,/img/derivatives/simple/col2062/fullwidth.jpg
col2063,New Netherlands Online Publications,,Publicaciones en línea de los Paises Bajos,Thematic Curations,online publications,publicaciones en línea,https://www.newnetherlandinstitute.org/research/online-publications/,open,Active,"en,nl",,New Netherland Institute,"The New Netherland Institute is making available digitized versions of translations and transcriptions of documents relating to New Netherland. Written in an archaic hand, these seventeenth-century documents were damaged by fire and water, but they are our best source of knowledge about the former Dutch colony. Available on this website are government records held by the New York State Archives, private and corporate papers from the collections of the New York State Library, and selected documents from other repositories. Scanned originals of many of these documents are available on the websites of the New York State Archives and New York State Library.","The New Netherland Institute is making available digitized versions of translations and transcriptions of documents relating to New Netherland. Written in an archaic hand, these seventeenth-century documents were damaged by fire and water, but they are our best source of knowledge about the former Dutch colony. Available on this website are government records held by the New York State Archives, private and corporate papers from the collections of the New York State Library, and selected documents from other repositories. Scanned originals of many of these documents are available on the websites of the New York State Archives and New York State Library.","El New Netherland Institute (Instituto de Nuevos Paises Bajos) está poniendo a disposición versiones digitalizadas de traducciones y transcripciones de documentos relacionados con Nuevos Paises Bajos. Escrito en una mano arcaica, estos documentos del siglo XVII fueron dañados por el fuego y el agua, pero son nuestra mejor fuente de conocimiento sobre la antigua colonia holandesa. Disponibles en este sitio web se encuentran registros gubernamentales en manos de los registros estatales de Nueva York, documentos privados y corporativos de las colecciones de la Biblioteca del Estado de Nueva York y documentos seleccionados de otros repositorios. Los originales escaneados de muchos de estos documentos están disponibles en los sitios web de los Archivos del Estado de Nueva York y la Biblioteca del Estado de Nueva York.",,,,,,2020,,063,caridischo_item,curations,/img/derivatives/simple/col2063/thumbnail.jpg,/img/derivatives/simple/col2063/fullwidth.jpg
col2064,Memoria de la Nación Cubana,Memory of the Cuban Nation,,Thematic Curations,an exhibit,una exposición,https://www.memoryofnations.eu/en/memory-cuban-nation-instrument-transformation-cuban-society-real-freedom,open,Stable,"en,pl,cs","Post Bellum, Florida International University",Post Bellum,"En 2017, Post Bellum, en cooperación con la Universidad Internacional de Florida, creó el proyecto &quot;Memoria de la nación cubana: instrumento para la transformación de la sociedad cubana hacia la verdadera libertad&quot; para honrar a los disidentes y activistas cubanos. Este proyecto, financiado por el Ministerio de Asuntos Exteriores de la República Checa a través de la cooperación para el programa de transformación, cumple su propósito de recolectar los testimonios y las experiencias personales de los disidentes que se oponen al régimen totalitario en Cuba.","In 2017, Post Bellum, in cooperation with Florida International University, created the project &quotMemory of the Cuban Nation: instrument for the transformation of Cuban society towards true freedom&quot to honor Cuban dissidents and activists. This project, funded by the Ministry of Foreign Affairs of the Czech Republic through the Cooperation for Transformation Program, fulfills its purpose of collecting the testimonies and personal experiences of dissidents who oppose the totalitarian regime in Cuba.","En 2017, Post Bellum, en cooperación con la Universidad Internacional de Florida, creó el proyecto &quot;Memoria de la nación cubana: instrumento para la transformación de la sociedad cubana hacia la verdadera libertad&quot; para honrar a los disidentes y activistas cubanos. Este proyecto, financiado por el Ministerio de Asuntos Exteriores de la República Checa a través de la cooperación para el programa de transformación, cumple su propósito de recolectar los testimonios y las experiencias personales de los disidentes que se oponen al régimen totalitario en Cuba.",,,,Roopika Risam,@roopikarisam,2020,,064,caridischo_item,curations,/img/derivatives/simple/col2064/thumbnail.jpg,/img/derivatives/simple/col2064/fullwidth.jpg
col2065,Proyecto Humboldt Digital,Humboldt Digital Project,,Thematic Curations,una iniciativa internacional,,https://habanaberlin.hypotheses.org/,open,In Development,"de,es","Tobias Kraft, et al.","Casa Museo Alejandro de Humboldt (La Habana), Academia de Ciencias y Humanidades Berlín-Brandeburgo ",El Proyecto Humboldt Digital (ProHD) es una iniciativa internacional para la capacitación en las Humanidades Digitales que se ejecuta en dos lugares: La Habana (Casa Museo Alejandro de Humboldt) y Berlín (Academia de Ciencias y Humanidades Berlín-Brandeburgo).,The Humboldt Digital Project (PROHD) is an international initiative for training in digital humanities that runs in two places: Havana (Casa Museo Alejandro de Humboldt) and Berlin (Academy of Sciences and Humanities Berlin-Brandenburg).,El Proyecto Humboldt Digital (ProHD) es una iniciativa internacional para la capacitación en las Humanidades Digitales que se ejecuta en dos lugares: La Habana (Casa Museo Alejandro de Humboldt) y Berlín (Academia de Ciencias y Humanidades Berlín-Brandeburgo).,,,,Roopika Risam,@roopikarisam,2020,,065,caridischo_item,curations,/img/derivatives/simple/col2065/thumbnail.jpg,/img/derivatives/simple/col2065/fullwidth.jpg
col2066,Obeah Histories,,Historias de Obeah,Thematic Curations,an exhibit,una exposición,https://obeahhistories.org/,open,Stable,en,"Diana Paton, et al.",Newcastle University,Researching Prosecution for Religious Practice in the Caribbean,Researching Prosecution for Religious Practice in the Caribbean,Investigando la persecución por prácticas religiosas en el Caribe.,,,,Roopika Risam,@roopikarisam,2020,,066,caridischo_item,curations,/img/derivatives/simple/col2066/thumbnail.jpg,/img/derivatives/simple/col2066/fullwidth.jpg
col2067,Nancy Prince: A Transamerican Archive,,Nancy Prince: Un archivo trans-americano,Thematic Curations,a transamerican archive,un archivo transamericano,https://nancyprince.omeka.net/,open,In Development,en,,Florida International University Libraries,A multimedia exhibit around the life of Nancy Prince.,A multimedia exhibit around the life of Nancy Prince.,Una exposición multimedia alrededor de la vida de Nancy Prince.,,,,Roopika Risam,@roopikarisam,2020,,067,caridischo_item,curations,/img/derivatives/simple/col2067/thumbnail.jpg,/img/derivatives/simple/col2067/fullwidth.jpg
col2068,edition humboldt digital,,Edición Humboldt digital,Scholarly Editions,an edition,una edición,https://edition-humboldt.de/,open,Active,"de,en","Ottmar Ette, et al",Berlin-Brandenburg Academy of Sciences and Humanities,"Digital edition of Humboldt's papers, including The American Travel Journals.","Digital edition of Humboldt's papers, including The American Travel Journals.","Edición digital de los papeles de Humboldt, incluidas las revistas de viajes estadounidenses.",,,,,,2020,,068,caridischo_item,curations,/img/derivatives/simple/col2068/thumbnail.jpg,/img/derivatives/simple/col2068/fullwidth.jpg
col2069,One More Voice,,Una voz más,Thematic Curations,a collection,una colección,https://onemorevoice.org/,open,Active,en,Adrian S. Wisnicki,,One More Voice focuses on recovering non-European contributions from nineteenth-century British imperial and colonial archives.,One More Voice focuses on recovering non-European contributions from nineteenth-century British imperial and colonial archives.,&quot;Una voz más&quot; se ocupa en recuperar las contribuciones no-europeas de los archivos imperiales y coloniales británicos del siglo XIX.,,,,Adrian Wisnicki,@AdrianWisnicki,2020,,069,caridischo_item,curations,/img/derivatives/simple/col2069/thumbnail.jpg,/img/derivatives/simple/col2069/fullwidth.jpg
col2070,"Memory, Mourning, and Reslience in Grand Bahama",,"Memoria, duelo y resiliencia en Gran Bahama",Thematic Curations,an exhibit,una exposición,https://web.archive.org/web/20210127055315/https://culturalmemorybahamas.com/,open,In Disrepair,en,"Sally Everson, et al.",The University of The Bahamas-North,"This project is the work of first-year students of The University of The Bahamas-North, in English Studies courses. These are explorations of Bahamian cultural history and memory, with the aim of documenting significant persons, places, and events on the island of Grand Bahama.","This project is the work of first-year students of The University of The Bahamas-North, in English Studies courses. These are explorations of Bahamian cultural history and memory, with the aim of documenting significant persons, places, and events on the island of Grand Bahama.","Este proyecto es obra de estudiantes de primer año de la Universidad de Las Bahamas-Norte, en cursos de Estudios Ingleses. Estas son exploraciones de la historia y la memoria cultural de las Bahamas, con el objetivo de documentar personas, lugares y eventos importantes en la isla de Gran Bahama.",,,,Roopika Risam,@roopikarisam,2020,,070,caridischo_item,curations,/img/derivatives/simple/col2070/thumbnail.jpg,/img/derivatives/simple/col2070/fullwidth.jpg
col2071,Slave Societies Digital Archive,,Archivo digital de sociedades esclavistas,Thematic Curations,a digital archive,un archivo digital,https://www.slavesocieties.org,open,Active,en,Jane Landers,,"The Slave Societies Digital Archive (formerly Ecclesiastical and Secular Sources for Slave Societies), directed by Jane Landers and hosted at Vanderbilt University, preserves endangered ecclesiastical and secular documents related to Africans and African-descended peoples in slave societies. SSDA holdings include more than 700,000 digital images drawn from close to 2,000 unique volumes dating from the sixteenth through twentieth centuries that document the lives of an estimated four to six million individuals. This collection contains the most extensive serial records for the history of Africans in the Atlantic World, and also includes valuable information about the indigenous, European, and Asian populations who lived alongside them.","The Slave Societies Digital Archive (formerly Ecclesiastical and Secular Sources for Slave Societies), directed by Jane Landers and hosted at Vanderbilt University, preserves endangered ecclesiastical and secular documents related to Africans and African-descended peoples in slave societies. SSDA holdings include more than 700,000 digital images drawn from close to 2,000 unique volumes dating from the sixteenth through twentieth centuries that document the lives of an estimated four to six million individuals. This collection contains the most extensive serial records for the history of Africans in the Atlantic World, and also includes valuable information about the indigenous, European, and Asian populations who lived alongside them.","El archivo digital de las sociedades esclavas (anteriormente fuentes eclesiásticas y seculares para las sociedades esclavas), dirigidas por Jane Landers y organizadas en la Universidad de Vanderbilt, conserva los documentos eclesiásticos y seculares en peligro de extinción relacionados con los africanos y los pueblos africanos y descendientes en las sociedades de esclavos. Los fondos de SSDA incluyen más de 700,000 imágenes digitales provenientes de alrededor de 2,000 volúmenes únicos que datan de los siglos XVI hasta el presente, y que documentan las vidas de un estimado de cuatro a seis millones de personas. Esta colección contiene los registros en serie más extensos para la historia de los africanos en el mundo del Atlántico, y también incluye información valiosa sobre las poblaciones indígenas, europeas y asiáticas que vivieron junto a ellos.",,,,Kaiama L. Glover,@inthewhirld,2020,,071,caridischo_item,curations,/img/derivatives/simple/col2071/thumbnail.jpg,/img/derivatives/simple/col2071/fullwidth.jpg
col2072,Mapping Haitian History,,Cartografía de historia haitiana,Thematic Curations,a historical visual records project,un proyecto histórico de registros visuales,http://www.mappinghaitianhistory.com/,open,Active,"en,fr,ht",Stephanie Curci,Stephanie Curci,"A trilingual Haitian historical records site. Visual preservation of Haïtian historical, natural, and cultural sites. Offering a visual road map to some of Haiti's best features--for research and more. Where possible, links are provided to external documentation (such as ISPAN).","A trilingual Haitian historical records site. Visual preservation of Haïtian historical, natural, and cultural sites. Offering a visual road map to some of Haiti's best features--for research and more. Where possible, links are provided to external documentation (such as ISPAN).","Un sitio de registros históricos haitianos trilingüe. Preservación visual de sitios históricos, naturales y culturales de Haití. Ofreciendo una guía visual a algunas de las mejores vistas de Haití---para el servicio de la investigación o demás.",cds123,,,Stephanie Curci,@stephcurci,2020,,072,caridischo_item,curations,/img/derivatives/simple/col2072/thumbnail.jpg,/img/derivatives/simple/col2072/fullwidth.jpg
col2073,Radio Haiti Archive (Radio Haïti-Inter),,Archivo de radio Haití (Radio Haïti-Inter),Thematic Curations,a digital collection,una colección digital,https://repository.duke.edu/dc/radiohaiti,open,Active,"en,ht,fr","Laura Wagner, Craig Breaden, Tanya Thomas, Krystelle Rocourt, Catherine Farmer, Eline Roilllet, Duke Libraries",Duke University (Rubenstein Library),"Complete audio archive of Haiti's first and most prominent independent radio station, Radio Haïti-Inter (Jean L. Dominique and Michèle Montas). Funded by the National Endowment for the Humanities and the Council on Library and Information Resources","Complete audio archive of Haiti's first and most prominent independent radio station, Radio Haïti-Inter (Jean L. Dominique and Michèle Montas). Funded by the National Endowment for the Humanities and the Council on Library and Information Resources","Archivo de audio completo de la primera y más prominente estación de radio independiente de Haití, Radio Haïti-Inter (Jean L. Dominique y Michèle Montas). Financiado por el Fondo Nacional para las Humanidades y el Consejo de Recursos de Biblioteca e Información (E.E.U.U.).",cds136,,,Laura Wagner,,2020,,073,caridischo_item,curations,/img/derivatives/simple/col2073/thumbnail.jpg,/img/derivatives/simple/col2073/fullwidth.jpg
col2074,The Barbados Synagogue Restoration Project,,Proyecto de restauración de la sinagoga de Barbados,Thematic Curations,a collection,una colección,https://dloc.com/collections/ibsrp,open,Active,en,"Amalia S. Levi, Digital Library of the Caribbean",Digital Library of the Caribbean,"Digitized archives from the restoration works of the &quot;Nidhe Israel&quot; Synagogue in Bridgetown, Barbados.","Digitized archives from the restoration works of the &quot;Nidhe Israel&quot; Synagogue in Bridgetown, Barbados.","Archivos digitalizados de las obras de restauración de la sinagoga &quot;Nidhe Israel&quot; en Bridgetown, Barbados.",cds31,,,Amalia S. Levi,@amaliasl,2020,,074,caridischo_item,curations,/img/derivatives/simple/col2074/thumbnail.jpg,/img/derivatives/simple/col2074/fullwidth.jpg
col2075,The Barbados Mercury and Bridgetown Gazette,,El Barbados Mercury y Bridgetown Gazette,Thematic Curations,public workshops,talleres públicos,https://barbadosmercury.wordpress.com/the-barbados-mercury-and-bridgetown-gazette/,open,Active,en,Amalia S. Levi,The HeritEdge Collection,The Barbados Mercury and Bridgetown Gazette ​was ​printed​ ​bi-weekly​ ​in​ ​Barbados. The Department of​ ​Archives holds ​the​ ​most​ ​complete​ ​set​ ​of​ ​volumes​ ​of​ ​​The Gazette (20 volumes covering 28 years between 1783-1848).,The Barbados Mercury and Bridgetown Gazette ​was ​printed​ ​bi-weekly​ ​in​ ​Barbados. The Department of​ ​Archives holds ​the​ ​most​ ​complete​ ​set​ ​of​ ​volumes​ ​of​ ​​The Gazette (20 volumes covering 28 years between 1783-1848).,La gaceta Barbados Mercury y Bridgetown se imprimió bi-semanalmente en Barbados (1783–1848). El Departamento de Archivos sostiene el conjunto más completo de volúmenes de la gaceta (20 volúmenes).,,,,Roopika Risam,@roopikarisam,2020,,075,caridischo_item,curations,/img/derivatives/simple/col2075/thumbnail.jpg,/img/derivatives/simple/col2075/fullwidth.jpg
col2076,Radio Haiti (Pilot site),,Radio Haití (sitio piloto),Thematic Curations,a digital collection,una colección digital,http://radiohaitilives.com/,open,Active,"en,ht,fr","Laura Wagner, Meagan Bonnell, Laurent Dubois",Duke University (Forum for Scholars and Publics),"Pilot website for the Radio Haiti project, created by the Forum for Scholars and Publics before the bulk of the collection was digitized","Pilot website for the Radio Haiti project, created by the Forum for Scholars and Publics before the bulk of the collection was digitized","Sitio web piloto para el proyecto Radio Haití, creado por el Foro para académicos y públicos antes de que se digitalice la mayor parte de la colección.",cds130,,,Kaiama L. Glover,@inthewhirld,2020,edited by Laura Wagner,076,caridischo_item,curations,/img/derivatives/simple/col2076/thumbnail.jpg,/img/derivatives/simple/col2076/fullwidth.jpg
col2077,Saint-Domingue Lost: Imperial French Narratives of the Haitian Revolution,,Saint-Domingue perdió: Narrativas francesas imperiales de la revolución haitiana,Thematic Curations,a multimedia exhibit,una exposición multimedia,https://scalar.usc.edu/works/saint-domingue-lost-imperial-french-narratives-of-the-haitian-revolution/index,open,Stable,"en,fr","Andrew Blank, Morgan Cornacchini, Nathan H. Dize, Porter Geer, Paul Miller, Mikael Reijonen, Claire Weinstein, Elisabeth Zak",,"The Spring 2018 Vanderbilt’s FREN 3621: Enlightenment and Revolution course explores the historical forces, motivating ideas and consequences relating to the events of the French revolutionary period of 1789-1794 and the Haitian revolutionary period of 1791-1804.","The Spring 2018 Vanderbilt’s FREN 3621: Enlightenment and Revolution course explores the historical forces, motivating ideas and consequences relating to the events of the French revolutionary period of 1789-1794 and the Haitian revolutionary period of 1791-1804.","El curso de Vanderbilt FREN 3621: Enlightenment and Revolution (Francés 3621: Esclarecimiento y revolución), en el semestre primavera del 2018, se propuso explorar las fuerzas históricas, las ideas motoras y las consecuencias relacionadas con los eventos del período revolucionario francés de 1789-1794 y el período revolucionario haitiano de 1791-1804.",,,,,,2020,,077,caridischo_item,curations,/img/derivatives/simple/col2077/thumbnail.jpg,/img/derivatives/simple/col2077/fullwidth.jpg
col2078,"Néhri, Chef des Haytiens","Néhri, Chief of the Haitians","Néhri, Jefe de los haitianos",Thematic Curations,an online edition,una edición en línea,https://kingdomofobjects.wordpress.com/,open,Stable,fr,"Tabitha McIntosh, Grégory Pierrot",,"In 1819, Haitian playwright, polemicist, journalist and statesman Juste Chanlatte published <em>Néhri, Chef des Haytiens</em>, his dramatized, fictionalized version of Haiti’s final victory over France. It has been presumed lost or unpublished for 200 years. Today it is back.","In 1819, Haitian playwright, polemicist, journalist and statesman Juste Chanlatte published <em>Néhri, Chef des Haytiens</em>, his dramatized, fictionalized version of Haiti’s final victory over France. It has been presumed lost or unpublished for 200 years. Today it is back.","En 1819, el dramaturgo, polémico, periodista y estadista haitiano Juste Chanlatte publicó <em>Néhri, Chef des Haytiens</em>, su versión dramatizada y ficticia de la victoria final de Haití sobre Francia. Se ha presumido perdido o inédito durante 200 años. Hoy está de vuelta.",,,,Greg Pierrot,@wwjjddo,2020,,078,caridischo_item,curations,/img/derivatives/simple/col2078/thumbnail.jpg,/img/derivatives/simple/col2078/fullwidth.jpg
