pid,label,label_en,label_es,section,genre,claimed_genre_en,claimed_genre_es,link,access,status,language,creators,stewards,blurb,blurb_en,blurb_es,related_to,sub_collections,open_data,added_by,twitter,census_year,notes,order,layout,collection,thumbnail,full
cds187,The Caribbean Review of Books,,Revista de libros del Caribe,Periodicals & Blogs,Journals,a journal,una revista,http://caribbeanreviewofbooks.com/,open,Stable,en,Nicholas Laughlin,Nicholas Laughlin,"The Caribbean Review of Books (CRB) is an online magazine covering Caribbean literature and arts. We focus on reviews of new and recent books of Caribbean fiction, poems, biography, arts, culture, and current affairs, but the CRB also publishes new writing, interviews, and essays on literature and culture. The CRB is currently on indefinite hiatus and not actively publishing new material.",,"La revisión caribeña de los libros (CRB) es una revista en línea que abarca la literatura y las artes del Caribe. Nos centramos en las revisiones de los libros nuevos y recientes de la ficción caribeña, poemas, biografía, artes, cultura y asuntos actuales, pero la CRB también publica nuevas escrituras, entrevistas y ensayos sobre literatura y cultura. La CRB se encuentra actualmente en pausa indefinida y no publica activamente un nuevo material.",,,,Kelly Baker Josephs,@kbjosephs,2021,,096,caridischo_item,main,/img/derivatives/simple/cds187/thumbnail.jpg,/img/derivatives/simple/cds187/fullwidth.jpg
cds188,Mapping LGBTQ+ Caribbean Literature,,Cartografía LGBTQ + Caribe Literatura,Maps & Visualizations,Maps,a mapping project,un proyecto de mapeo,https://queercaribbeanlit.wordpress.com/,open,Stable,en,Yilin Andre Wang,Yilin Andre Wang,"This blog was created as Yilin Andre Wang’s final project for “Panama Silver, Asian Gold: Migration and the Birth of Modern Caribbean Literature,” a tri-institutional course at Amherst College, University of Miami, and University of Florida-Gainesville in Fall 2013. Wang was a senior in Professor Rhonda Cobham-Sander’s section at Amherst College and now studies social psychology as a Ph.D. student at University of California-Davis.",,"Este blog fue creado como el proyecto final de Yilin Andre Wang para &quot;Panamá, plata, oro asiático: la migración y el nacimiento de la literatura del Caribe Moderno&quot;, un curso tri-institucional en Amherst College, University of Miami, y la Universidad de Florida-Gainesville en otoño de 2013 . Wang fue un estudiante de último año en la sección del profesor Rhonda Cobham-Sander en Amherst College y ahora estudia la psicología social como doctorante en la Universidad de California-Davis.",,,,Kelly Baker Josephs,@kbjosephs,2021,,097,caridischo_item,main,/img/derivatives/simple/cds188/thumbnail.jpg,/img/derivatives/simple/cds188/fullwidth.jpg
cds189,Mapping Caribbean Sci-Fi & Fantasy Writers,,Cartografía del Caribe Sci-Fi y Escritores de Fantasía,Maps & Visualizations,Maps,a mapping project,un proyecto de mapeo,https://storymaps.arcgis.com/stories/9d0f222f84be41c5b723dc8f173e5751,open,Stable,en,Seanna Viechweg,Seanna Viechweg,"Tracing the movement and history of Caribbean sf & fantasy across the Global South, US & UK",,"Rastreando el movimiento y la historia de la ciencia ficción y la fantasía del Caribe en todo el Sur Global, EE.UU. Y el Reino Unido",,,,Kelly Baker Josephs,@kbjosephs,2021,,098,caridischo_item,main,/img/derivatives/simple/cds189/thumbnail.jpg,/img/derivatives/simple/cds189/fullwidth.jpg
cds19,Age of Revolutions,,Era de revoluciones,Periodicals & Blogs,Journals,"an open-access, peer-reviewed academic journal",una revista académica de acceso abierto y revisada por pares,https://ageofrevolutions.com/,open,Active,en,"Bryan Banks, Cindy Ermus",,"The word “revolution” is a human tool. At any point in time, its meaning has shifted to accommodate those wielding it. By establishing a site like this — Age of Revolutions — we are participating in the humanities, surveying revolutionary changes in history, encouraging the comparative study of revolutions, and exploring the hopes imbued in the term “revolution.”",,"La palabra &quot;revolución&quot; es una herramienta humana. En cualquier momento, su significado ha cambiado para acomodar a quienes la utilizan. Al establecer un sitio como &quot;Edad de revoluciones&quot;, estamos participando en las humanidades, estudiamos cambios revolucionarios en la historia, alentamos el estudio comparativo de las revoluciones y exploramos las esperanzas imbuidas en el término &quot;revolución&quot;.",,,,,,2020,,099,caridischo_item,main,/img/derivatives/simple/cds19/thumbnail.jpg,/img/derivatives/simple/cds19/fullwidth.jpg
cds190,The Kamau Brathwaite Bibliography,,La bibliografía de Kamau Brathwaite,Reference,Bibliographies,a bibliography,una bibliografía,https://www.zotero.org/groups/304824/kamau_brathwaite_bibliography,open,Active,en,"Kelly Baker Josephs, Alex Gil",Kelly Baker Josephs,"The Kamau Brathwaite bibliography began as a group project at The Caribbean Digital researchathon, December 4, 2014. The Brathwaite researchathon was organized by Kelly Baker Josephs and Alex Gil. The bibliography was later revised by Teanu Reid, Clara Pomi, and Josephs. ",,"La bibliografía Kamau Brathwaite comenzó como un proyecto de grupo en la conferencia Caribe Digital inaugural, el 4 de diciembre de 2014. La Investigación de Brathwaite fue organizada por Kelly Baker Josephs y Alex Gil. La bibliografía fue revisada más tarde por Teanu Reid, Clara Pomi y Josephs.",,,,Kelly Baker Josephs,@kbjosephs,2021,,100,caridischo_item,main,/img/derivatives/simple/cds190/thumbnail.jpg,/img/derivatives/simple/cds190/fullwidth.jpg
cds191,PREE,,,Periodicals & Blogs,Journals,a journal,una revista,https://preelit.com/,open,Active,en,"Annie Paul, Diana McCaulay, Isis Semaj-Hall",,"<em>PREE</em> is a unique online magazine for new contemporary writing from and about the Caribbean. We publish original works of fiction, non-fiction, poetry, essays, interviews and experimental writing, giving our authors international visibility far beyond the islands.",,"<em>PREE</em> es una revista en linea única dedicada a la literatura contemporánea desde y sobre el Caribe. Publicamos obras originales de ficción, no ficción, poesía, ensayos, entrevistas y escritura experimental, dando a nuestros autores visibilidad internacional más allá de las islas.",,,,Kelly Baker Josephs,@kbjosephs,2021,,101,caridischo_item,main,/img/derivatives/simple/cds191/thumbnail.jpg,/img/derivatives/simple/cds191/fullwidth.jpg
cds192,Journal of West Indian Literature,,Revista académica de literatura del Caribe anglófono,Periodicals & Blogs,Journals,a journal,una revista,https://www.jwilonline.org/,private,Active,en,,University of the West Indies,"<em>The Journal of West Indian Literature</em> has been published twice-yearly by Literatures in English, University of the West Indies since 1986. It reflects our continued commitment to provide a regional and extra-regional forum for the dissemination and discussion of Caribbean literary and artistic culture.",,"<em>The Journal of West Indian Literature</em> (Revista de literatura del Caribe anglófono) ha sido publicada dos veces al año por el departamento de Literaturas en inglés, University of the West Indies (UWI) desde 1986. Refleja nuestro compromiso continuo para proporcionar un foro regional y extrarregional para la difusión y discusión de la cultura literaria y artística del Caribe.",,,,Kelly Baker Josephs,@kbjosephs,2021,,102,caridischo_item,main,/img/derivatives/simple/cds192/thumbnail.jpg,/img/derivatives/simple/cds192/fullwidth.jpg
cds193,MOKO: Caribbean Arts and Letters,,MOKO: Artes y letras del Caribe.,Periodicals & Blogs,Journals,a journal,una revista,http://mokomagazine.org,open,Active,en,Richard Georges and David Knight,,"<em>Moko</em> is a non-profit journal that publishes fiction, poetry, visual arts, and non-fiction essays that reflect a Caribbean heritage or experience. We were founded in 2013 with a goal to create networks with a pan-Caribbean ethos in a way that is also sensitive to our location within the Virgin Islands. We embrace diversity of experience and self-expression. <em>Moko</em> seeks submissions from both established and emerging writers, artists, and scholars. We are interested in work that encourages questioning of our societies and ourselves.",,"<em>Moko</em> es una revista sin fines de lucro que publica ficción, poesía, artes visuales y ensayos de no ficción que reflejan una herencia o experiencia del Caribe. Nos fundaron en 2013 con el objetivo de crear redes con un espíritu pan-caribeño y de manera sensible a nuestra ubicación dentro de las Islas Vírgenes. Abrazamos la diversidad de experiencia y autoexpresión. <em>Moko</em> busca presentaciones de escritores, artistas y académicos establecidos y emergentes. Estamos interesados ​​en el trabajo que fomenta el interrogatorio de nuestras sociedades y a nosotros mismos. ",,,,Kelly Baker Josephs,@kbjosephs,2021,,103,caridischo_item,main,/img/derivatives/simple/cds193/thumbnail.jpg,/img/derivatives/simple/cds193/fullwidth.jpg
cds194,Tout Moun,everybody,Todo el mundo,Periodicals & Blogs,Journals,a journal,una revista,https://journals.sta.uwi.edu/toutmoun/,open,Active,en,,"University of the West Indies, St Augustine","<em>Tout Moun</em> is an open access, peer-reviewed, academic online journal for cutting-edge research in Cultural Studies produced in and about the Caribbean. The journal welcomes research submissions on diverse cultural projects in a broad range of media including critical essays in written format, visual essays (including photographs, drawings, videos and paintings), book reviews and works of fiction. Published annually <em>Tout Moun</em> is a project initiated by the Department of Liberal Arts at the University of the West Indies, St Augustine Campus, Trinidad and Tobago.",,"<em>Tout Moun</em> (Todo el mundo) es una revista en línea académica de acceso abierto, revisada por pares, enfocada en la investigación de vanguardia en estudios culturales producidos en y sobre el Caribe. La revista acoge con satisfacción las presentaciones de investigación en diversos proyectos culturales en una amplia gama de medios, incluidos ensayos críticos en formato escrito, ensayos visuales (incluidas fotografías, dibujos, videos y pinturas), reseñas de libros y obras de ficción. Publicado anualmente <em>Tout Moun</em> es un proyecto iniciado por el Departamento de Artes Liberales de la University of the West Indies (UWI), San Agustín Campus, Trinidad y Tobago.",,,,Kelly Baker Josephs,@kbjosephs,2021,,104,caridischo_item,main,/img/derivatives/simple/cds194/thumbnail.jpg,/img/derivatives/simple/cds194/fullwidth.jpg
cds195,Keywords for Caribbean Studies,,Palabras claves para el estudio del Caribe,Cabinet of Wonders,Sui Generis,a collaborative digital project,un proyecto digital colaborativo,https://caribbeandigitalnyc.net/keywords/,open,Active,en,"Kelly Josephs, Roopika Risam",,"The Keywords for Caribbean Studies project launched in December 2020 as part of The Caribbean Digital VII. This collaborative digital project aims to build a collection of words that serve as rich sites for research and pedagogy in Caribbean studies. Modeled on Digital Pedagogy in the Humanities, the Keywords for Caribbean Studies collection is intended to be the beginning of a project that will grow with future Caribbean Digital events each year. It is our hope that the project will not so much concretize and “fix” ideas of what is important in Caribbean studies but, rather, open avenues for questioning the central nodes of scholarly inquiry and teaching about the Caribbean across disciplines.",,"El proyecto &quot;Palabras clave para el estudio del Caribe&quot; se inicia en diciembre de 2020 como parte del Caribe Digital VII. Este proyecto digital colaborativo tiene como objetivo construir una colección de palabras que sirven como nodos prometedores para la investigación y la pedagogía en los estudios del Caribe. Modelado en base a la pedagogía digital en las humanidades, Palabras clave pretende ser el comienzo de un proyecto que crecerá con futuros eventos digitales del Caribe cada año. Esperamos que el proyecto no concretará tanto y &quot;arreglar&quot; ideas de lo que es importante en los estudios del Caribe, sino, más bien, abrir las vías para cuestionar los nodos centrales de la investigación académica y la enseñanza sobre el Caribe en todas las disciplinas.",,,,Alex Gil,@elotroalex,2021,,105,caridischo_item,main,/img/derivatives/simple/cds195/thumbnail.jpg,/img/derivatives/simple/cds195/fullwidth.jpg
cds196,Cahier d’un retour au pays natal: le manuscrit de 1939,Notebook of a Return to the Native Land: The 1939 Manuscript,Cuaderno de un retorno al país natal: Manuscrito de 1939,Collections & Curations,Scholarly Editions,an edition,una edición,https://cahier1939ms.github.io/,open,In Development,"fr,en","Kora Verón, Kaiama Glover, Alex Gil",,"Le jeune poète Aimé Césaire, venu de la Martinique, élabore &quot;Cahier d'un retour au pays natal&quot; à partir de 1935, alors qu'il est élève à l'École normale supérieure de la rue d'Ulm (à Paris). Son poème fondateur paraît en août 1939, à la veille de la guerre dans la revue <em>Volontés</em>. Le tapuscrit du poème envoyé par Césaire à son éditeur est conservé par les archives de l'Assemblée nationale. Vous pouvez le consulter, avec une transcription linéarisée en regard. Une transcription simplifiée du Cahier d'un retour au pays natal est aussi disponible, ainsi que sa traduction en anglais. ","The young poet from Martinique, Aimé Césaire, wrote &quot;Cahier d'un retour au pays natal&quot; from 1935, while he was a student at the École normale supérieure in rue d'Ulm (in Paris). His inaugural poem appeared in August 1939, on the eve of the war in the review <em>Volontés</em>. The typescript of the poem sent by Césaire to his publisher is kept by the archives of the National Assembly. You can consult it in this edition, with a linearized transcription. A simplified transcription of the Notebook is also available, as well as its translation into English. ","El joven poeta martiniqueño Aimé Césaire escribió &quot;Cahier d'un retour au pays natal&quot; desde 1935, mientras estudiaba en la École normale supérieure de la rue d'Ulm (en París). Su poema inaugural apareció en agosto de 1939, en vísperas de la guerra, en la revista <em> Volontés </em>. El texto mecanografiado del poema enviado por Césaire a su editor se conserva en los archivos de la Asamblea Nacional. Puedes consultarlo en esta edición, con una transcripción linealizada. También está disponible una transcripción simplificada del Cuaderno, así como su traducción al inglés.",,,,Alex Gil,@elotroalex,2021,,106,caridischo_item,main,/img/derivatives/simple/cds196/thumbnail.jpg,/img/derivatives/simple/cds196/fullwidth.jpg
cds2,...... et les chiens se taisaient,..... And the Dogs Were Silent,...... y los perros callaban,Collections & Curations,Scholarly Editions,a scholarly edition,una edición académica,http://cesaire.elotroalex.com/chiens/,open,Stable,"en,fr",Alex Gil,,"During the height of the fascist Vichy regime in Martinique, Aimé Césaire was secretly at work on a forceful historical drama with the title &quot; ...... Et les chiens se taisaient&quot; —&quot; ...... and the Dogs Were Silent.&quot;  The plot of the drama follows the events of the Haitian Revolution and the tragic destiny of its leader, Toussaint L’Ouverture, determined to die betrayed in a frozen cell in the Jura mountains rather than compromise his truth.",,"Durante la altura del régimen fascista de Vichy en Martinica, Aimé Césaire escribió en secreto un impactante drama histórico con el título &quot;...... et les chiens se taisaient&quot; (&quot; ...... y los perros callaban.&quot;) La trama del drama sigue los eventos de la revolución haitiana y el trágico destino de su líder, Toussaint l'Ouverture, decidido a morir traicionado en una celda helada en las montañas de Jura en Francia en lugar de comprometer su verdad.",,,,Alex Gil,@elotroalex,2020,,107,caridischo_item,main,/img/derivatives/simple/cds2/thumbnail.jpg,/img/derivatives/simple/cds2/fullwidth.jpg
cds20,19th Century Caribbean Cholera Timemap,,Cronograma del colera en el Caribe del siglo XIX,Maps & Visualizations,Timelines,a timemap,un mapa de tiempo,"http://caribbeancholera.org/cholera_timemap11.html#zoom=5&center=20.13847031245115,-74.3994140625&date=1853-05-01",open,In Disrepair,en,Deborah Jenson et al.,"John Hope Franklin Humanities Institute, Duke University","This timemap locates the main cholera outbreaks in the Caribbean in the 19th century, citing the journalistic sources at the time of each outbreak.",,"Este cronograma localiza los brotes de cólera principales en el Caribe en el siglo XIX, citando las fuentes periodísticas en el momento de cada brote.",,,,Roopika Risam,@roopikarisam,2020,,108,caridischo_item,main,/img/derivatives/simple/cds20/thumbnail.jpg,/img/derivatives/simple/cds20/fullwidth.jpg
cds21,Academia Historia Dominicana: Revista Clío,Dominican Academy of History: Clio Journal,,Collections & Curations,Thematic Curations,publicaciones,publicaciones,https://www.academiadominicanahistoria.org.do/?page_id=53,open,Active,es,Dr. Federico Henríquez y Carvajal,,"Organ of the Dominican Academy of History, created by Decree No. 186 of July 23, 1931 with the primary objective of knowing and studying the past in general, and mainly that of the Dominican nation.",,"Organo de la Academia Dominicana de Historia fue, creada por el Decreto No. 186 del 23 de julio de 1931 con el objetivo principal de conocer y estudiar el pasado en general, y principalmente el de la nación dominicana.",,,,,,2020,,109,caridischo_item,main,/img/derivatives/simple/cds21/thumbnail.jpg,/img/derivatives/simple/cds21/fullwidth.jpg
cds22,Caribbean Literary Heritage,,Herencia literaria del Caribe,Cabinet of Wonders,Sui Generis,a project,un proyecto,https://www.caribbeanliteraryheritage.com/,open,Active,en,"Alison Donnell, et al.",,"Caribbean Literary Heritage is a project funded by the Leverhulme Trust that promotes literary and archival preservation in the Caribbean and the diaspora, as well as bridging connections between the literary past and present with an interest in exploring the new challenges and possibilities of born digital initiatives.",,"El patrimonio literario del Caribe es un proyecto financiado por el Fondo Leverhulme que promueve la preservación literaria y de archivo en el Caribe y la diáspora, así como en los puentes entre el pasado literario y el presente, con interés en explorar los nuevos desafíos y posibilidades de las iniciativas nacidas nacidas digitales.",,,,Nadine Zubair,@NadineZubair,2020,,110,caridischo_item,main,/img/derivatives/simple/cds22/thumbnail.jpg,/img/derivatives/simple/cds22/fullwidth.jpg
cds24,Beyond the Sugar Curtain,,Más allá de la cortina de azúcar,Periodicals & Blogs,Journals,a project,un proyecto,https://www.brown.edu/research/projects/tracing-cuba-us-connections/home-inicio,open,Active,"en,es",Jennifer Lambe,Brown University,"&quot;Sugar curtain&quot;: the term’s provenance is something of a mystery. It is hard to discern if anyone really coined it; no one quite owns it. Yet the euphemism has persisted for decades, glossing the antagonism that has characterized Cuba-U.S. relations since Cuba’s 1959 Revolution and the human impact of that divide.",,"&quot;El telón de azúcar&quot;: el origen de esta frase sigue siendo un misterio. No sabemos exactamente quién lo acuñó; no pertenece a nadie. Pero aún así el eufemismo ha persistido durante décadas, refiriéndose al antagonismo que ha caracterizado las relaciones entre Cuba y los Estados Unidos a partir de la Revolución Cubana de 1959, y también al impacto humano de esta división.",,,,Roopika Risam,@roopikarisam,2020,,111,caridischo_item,main,/img/derivatives/simple/cds24/thumbnail.jpg,/img/derivatives/simple/cds24/fullwidth.jpg
cds25,Archivo Mesoamericano,Meso-American Archive,,Collections & Curations,Thematic Curations,an archive,un archivo,https://archivomesoamericano.org/,open,Active,"es,en",,"Digital Collection Services, Indiana University","El Archivo Mesoamericano representa un archivo digital que consiste de grabaciones históricas y etnográficas, montado en colaboración con estas instituciones respectivas: el Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS, México), el Instituto de Historia de Nicaragua y Centroamérica (IHNCA, Nicaragua), y el Museo de la Palabra y la Imagen (MUPI, El Salvador). / Archivo Mesoamericano is a digital archive of annotated historical and ethnographic video materials created in collaboration with the Center for Research and Advanced Studies in Social Anthropology (CIESAS) in Mexico, the Institute of History of Nicaragua and Central America (IHNCA) in Nicaragua, and the Museum of the Word and the Image (MUPI) in El Salvador.","The Mesoamerican archive represents a digital archive consisting of historical and ethnographic recordings, assembled in collaboration with these respective institutions: the Social Anthropology Research and Research Center (CIESAS, Mexico), the Institute of History of Nicaragua and Central America (IHNCA, Nicaragua), and the Museum of the Word and the image (Mupi, El Salvador). / Mesoamerican File IS A Digital Archive of Annotated Historical and Ethnographic Video Materials Created in Collaboration With The Center For Research and Advanced Studies in Social Anthropology (CIESAS) IN MEXICO, The Institute of History of Nicaragua and Central America (IHNCA) in Nicaragua, and The Museum of the Word and The Image (MUPI) in El Salvador.",,,,,Mary Borgo Ton,@maryeborgo,2020,,112,caridischo_item,main,/img/derivatives/simple/cds25/thumbnail.jpg,/img/derivatives/simple/cds25/fullwidth.jpg
cds26,A Boricua Abroad,,Un boricua en el extranjero,Periodicals & Blogs,Blogs,a blog,un blog,https://aboricuaabroad.wordpress.com/,open,Stable,en,Jennifer Caroccio,,"Jennifer Caroccio is a doctoral student in the American Studies Program at Rutgers-University-Newark. Her research interests are in U.S. Latin@ culture & literature, folktales, and graphic novels. Employing Women of Color Feminist, Postcolonial, and Critical Race theories, she examines issues of racial identity and misogyny in Caribbean and Caribbean-American texts.",,"Jennifer Carccio es un estudiante de doctorado en el Programa de Estudios Americanos en Rutgers-University-Newark. Sus intereses de investigación están en los Estados Unidos Latin @ Cultura y Literatura, Folktales y novelas gráficas. Empleando a las mujeres de las teorías feministas, poscoloniales y críticas de la raza, examina temas de identidad racial y misoginia en los textos caribeños y caribeños-estadounidenses.",,,,Roopika Risam,@roopikarisam,2020,,113,caridischo_item,main,/img/derivatives/simple/cds26/thumbnail.jpg,/img/derivatives/simple/cds26/fullwidth.jpg
cds27,The Barbadian,,El Barbadense,Collections & Curations,Thematic Curations,a digitization,una digitalización,https://eap.bl.uk/project/EAP1251,open,Active,en,"Amalia S. Levi, et al",Endangered Archives Programme,Digitized historical newspaper &quot; The Barbadian&quot;  (1822-1863).,,Periódico histórico digitalizado & quot; El barbadiano & quot; (1822-1863).,,,,Amalia S. Levi,@amaliasl,2020,,114,caridischo_item,main,/img/derivatives/simple/cds27/thumbnail.jpg,/img/derivatives/simple/cds27/fullwidth.jpg
cds28,Barbados Ephemera Collection,,Colección de efímeras de Barbados,Collections & Curations,Thematic Curations,digitized ephemera,efímera digitalizada,https://meap.library.ucla.edu/ephemera-barbados,open,In Development,en,"Amalia S. Levi, Modern Endangered Archives Program",Modern Endangered Archives Program,Digitized ephemera material from the Barbados Archives.,,Material digitalizado de efímeras de los archivos Barbados.,,,,Amalia S. Levi,@amaliasl,2020,,115,caridischo_item,main,/img/derivatives/simple/cds28/thumbnail.jpg,/img/derivatives/simple/cds28/fullwidth.jpg
cds29,Caribbean Literature,,Literatura del Caribe,Collections & Curations,Thematic Curations,a collection,una colección,https://alexanderstreet.com/products/caribbean-literature,vendor,Active,en,,Alexander Street Press,"The literature of the Caribbean is exceptional, both in language and subject. More than a million and a half Africans, along with many Indians and South Asians, were brought to the Caribbean between the 15th and 19th centuries. Today, their descendants are active in literature and the arts, producing literature with strong and direct ties to traditional African expressions. This literary connection, combined with the tales of survival, exile, resistance, endurance, and emigration to other parts of the Americas, makes for a body of work that is essential for the study of the Caribbean and the Black Diaspora—and indeed central for our understanding of the New World.",,"La literatura del Caribe es excepcional, tanto en lenguaje como en sujeto. Más de un millón y medio de africanos, junto a muchos indios y asiáticos del sur, fueron llevados al Caribe entre los siglos XV y XIX. Hoy, sus descendientes se mantienen activos en la literatura y las artes, produciendo literatura con vínculos fuertes y directos a expresiones africanas tradicionales. Esta conexión literaria, combinada con los cuentos de supervivencia, exilio, resistencia, resistencia y emigración a otras partes de las Américas, hace que un cuerpo de trabajo sea esencial para el estudio del Caribe y la diáspora negra, y, de hecho, centrales para nuestra comprensión del Nuevo Mundo.",,,,Alex Gil,@elotroalex,2020,,116,caridischo_item,main,/img/derivatives/simple/cds29/thumbnail.jpg,/img/derivatives/simple/cds29/fullwidth.jpg
cds3,AImé Césaire: Open Blibiography on Zotero,,Aimé Césaire: Blibiografía abierta en Zotero,Reference,Bibliographies,a bibliography,una bibliografía,https://www.zotero.org/groups/232193/aime_cesaire/library,open,In Disrepair,"en,fr","Alex Gil, et al.",,A Zotero collection of primary and secondary sources by and about Martinican poet Aimé Césaire.,,Una colección de zotero de fuentes primarias y secundarias por y sobre el poeta martinicano aimé Césaire.,,,,,,2020,,117,caridischo_item,main,/img/derivatives/simple/cds3/thumbnail.jpg,/img/derivatives/simple/cds3/fullwidth.jpg
cds30,Coasts in Crisis: Caribbean Arts and Cultures after Hurricanes,,Costas en crisis: Arte y cultura caribeñas después de huracanes ,Cabinet of Wonders,Sui Generis,a platform,una plataforma,http://coastsincrisis.net/,open,In Development,"en,es",Charlotte Rogers,University of Virginia,This a digital space that explores the cultural meaning of the hurricane through Caribbean art. It features work from artists who experienced Hurricanes Irma and María in 2017 and gathered at the University of Virginia on September 2019 to present and discuss their work.,,Este es un espacio digital que explora el significado cultural del huracán a través del arte caribeño. Cuenta con trabajo de artistas que vivieron los huracanes Irma y María en 2017 y se reunieron en la Universidad de Virginia en septiembre de 2019 para presentar y discutir su trabajo.,,,,Winnie Pérez Martínez,@_wepm,2020,,118,caridischo_item,main,/img/derivatives/simple/cds30/thumbnail.jpg,/img/derivatives/simple/cds30/fullwidth.jpg
cds31,Digital Library of the Caribbean,,Biblioteca digital del Caribe,Collections & Curations,Digital Libraries,a digital library,una biblioteca digital,https://www.dloc.com/,open,Active,"en,fr,es,nl,ht","University of Florida, Florida International University","University of Florida, Florida International University",The Digital Library of the Caribbean (dLOC) is a cooperative digital library for resources from and about the Caribbean and circum-Caribbean.,,La Biblioteca Digital del Caribe (DLOC) es una biblioteca digital cooperativa con recursos sobre el Caribe y el Circum-Caribe.,,,,Alex Gil,@elotroalex,2020,,119,caridischo_item,main,/img/derivatives/simple/cds31/thumbnail.jpg,/img/derivatives/simple/cds31/fullwidth.jpg
cds32,CUNY Dominican Institute Publications ,,Publicaciones del Instituto Dominicano de CUNY,Collections & Curations,Thematic Curations,publications,publicaciones,https://academicworks.cuny.edu/dsi_pubs/,open,Stable,en,,CUNY Dominican Studies Institute,"CUNY Academic Works is a service of the CUNY Libraries dedicated to collecting and providing access to the research, scholarship, and creative and pedagogical work of the City University of New York. In service to CUNY’s mission as a public university, content in Academic Works is freely available to all.",,"CUNY Academic Works es un servicio de las bibliotecas de CUNY dedicadas a recopilar y brindar acceso a la investigación, estudio y trabajo creativo y pedagógico de la Universidad de la Ciudad de Nueva York. En servicio a la misión de CUNY como universidad pública, el contenido de las obras académicas está disponible gratuitamente para todos.",,,,,,2020,,120,caridischo_item,main,/img/derivatives/simple/cds32/thumbnail.jpg,/img/derivatives/simple/cds32/fullwidth.jpg
cds33,Carisealand,,Caribe mar tierra,Cabinet of Wonders,Sui Generis,a digital research project,un proyecto de investigación digital,http://archipelagosjournal.org/issue04/esprit-carisealand.html,open,In Development,en,Schuyler Esprit,,"The Carisealand (Caribbean Sea and Land) digital research project, launched in 2015 by scholar, teacher, and activist Schuyler K Esprit, provides an interactive framework within which to imagine a more sustainable way of life for Caribbean people, both in the present day and in the future. The project aims to create awareness around the impact of climate change in the Caribbean region; to initiate and sustain collaborations with scholars and artists in an effort to find solutions to social injustices resulting from climate change activity; and to present models for alternate Caribbean futures.",,"El proyecto de investigación digital de Carisealand (Caribe Mar y Tierra), lanzado en 2015 por académica, maestra y activista Schuyler K Esprit, proporciona un marco interactivo dentro del cual se imagina una forma de vida más sostenible para las personas del Caribe, tanto en la actualidad como en el futuro. El objetivo del proyecto debe crear conciencia en torno al impacto del cambio climático en la región del Caribe; iniciar y mantener colaboraciones con académicos y artistas en un esfuerzo por encontrar soluciones a las injusticias sociales resultantes de la actividad del cambio climático; y presentar modelos para futuros alternativos del Caribe.",,,,Kaiama L. Glover,@inthewhirld,2020,,121,caridischo_item,main,/img/derivatives/simple/cds33/thumbnail.jpg,/img/derivatives/simple/cds33/fullwidth.jpg
cds34,Caribbean Memory Project,,Proyecto de memoria del Caribe,Collections & Curations,Thematic Curations,a collection of archives,una colección de archivos,https://www.caribbeanmemoryproject.com/,open,Active,en,"Kevin Adonis Browne, Dawn Cumberbatch",,"​The Caribbean Memory Project promotes public awareness and participation in the collection and circulation of everyday archives for cultural, social, and historical research.",,"El proyecto de memoria del Caribe promueve la conciencia pública y la participación en la recolección y circulación de los archivos cotidianos para la investigación cultural, social e histórica.",,,,Kaiama L. Glover,@inthewhirld,2020,,122,caridischo_item,main,/img/derivatives/simple/cds34/thumbnail.jpg,/img/derivatives/simple/cds34/fullwidth.jpg
cds35,Carmelita Tropicana Online Digital Archive,,Carmelita Tropicana Archivo digital en línea,Collections & Curations,Thematic Curations,a digital archive,un archivo digital,http://tropicanavideoarchive.blogspot.com/,open,In Disrepair,en,"Laura Lomas, et al. ",,An online video archive of performances by Carmelita Tropicana,,Un archivo de video en línea de actuaciones de Carmelita Tropicana.,,,,Roopika Risam,@roopikarisam,2020,,123,caridischo_item,main,/img/derivatives/simple/cds35/thumbnail.jpg,/img/derivatives/simple/cds35/fullwidth.jpg
cds36,Caribbean Religious Trials,,Pruebas religiosas del Caribe,Reference,Database,a website,un sitio web,https://www.caribbeanreligioustrials.org/,open,In Development,en,"Diana Paton, et al.",University of Edinburgh,This website presents information about selected trials for religious crimes held in the Caribbean between the 1760s and the 1980s.,,Este sitio web presenta información sobre una selección de juicios por delitos religiosos que se dan lugar en el Caribe entre la década de 1760 y la década de 1980.,,,,Roopika Risam,@roopikarisam,2020,,124,caridischo_item,main,/img/derivatives/simple/cds36/thumbnail.jpg,/img/derivatives/simple/cds36/fullwidth.jpg
